User:1522130354 Word,User:1522130354 TFIDF,User:1522130355 Word,User:1522130355 TFIDF,User:1521757806 Word,User:1521757806 TFIDF
bit,0.0,bit,0.0,bit,0.004638095305219286
blogs,0.0,blogs,0.0,blogs,0.004638095305219286
book,0.0,book,0.0,book,0.0032973850913702615
breaks,0.0,breaks,0.0,breaks,0.004638095305219286
broken-cookies,0.0,broken-cookies,0.0,broken-cookies,0.0
bulk,0.0,bulk,0.0,bulk,0.004638095305219286
ccould,0.0,ccould,0.0,ccould,0.004638095305219286
chat,0.0,chat,0.0,chat,0.0025131198919347408
chris,0.0,chris,0.0,chris,0.0025131198919347408
click,0.0,click,0.0,click,0.0032973850913702615
clicked,0.0,clicked,0.0,clicked,0.004638095305219286
clustername,0.0,clustername,0.0,clustername,0.004638095305219286
com,0.0,com,0.0,com,0.0
comi,0.0,comi,0.0,comi,0.004638095305219286
company,0.0,company,0.0,company,0.004638095305219286
complete,0.0,complete,0.0,complete,0.0032973850913702615
complicated,0.0,complicated,0.0,complicated,0.004638095305219286
conferencing,0.0,conferencing,0.0,conferencing,0.004638095305219286
connect,0.0,connect,0.0,connect,0.0032973850913702615
connecting,0.0,connecting,0.0,connecting,0.004638095305219286
connection,0.0,connection,0.10425631620862481,connection,0.0
console,0.0,console,0.0,console,0.0032973850913702615
course,0.0,course,0.0,course,0.0032973850913702615
create,0.0,create,0.0,create,0.0025131198919347408
created,0.0,created,0.0,created,0.0025131198919347408
csv,0.0,csv,0.0,csv,0.0032973850913702615
d,0.06851129350852488,d,0.0,d,0.0
data,0.022527353153264866,data,0.0,data,0.0015250625925807937
david,0.0,david,0.0,david,0.001956674877521238
days,0.0,days,0.0,days,0.004638095305219286
dean,0.0,dean,0.0,dean,0.004638095305219286
delivery,0.0,delivery,0.10425631620862481,delivery,0.0
develop,0.0,develop,0.0,develop,0.0032973850913702615
developer,0.0,developer,0.04398264833384695,developer,0.0
different,0.0,different,0.0,different,0.0032973850913702615
don,0.0,don,0.0,don,0.0025131198919347408
easier,0.0,easier,0.0,easier,0.0032973850913702615
easy,0.0,easy,0.0,easy,0.0032973850913702615
eclipse,0.0,eclipse,0.0,eclipse,0.0032973850913702615
edu,0.0,edu,0.0,edu,0.004638095305219286
else,0.0,else,0.0,else,0.004638095305219286
email,0.0,email,0.0,email,0.0032973850913702615
empty,0.0,empty,0.0,empty,0.004638095305219286
enjoy,0.0,enjoy,0.0,enjoy,0.004638095305219286
enterprise,0.0,enterprise,0.0,enterprise,0.004638095305219286
especally,0.0,especally,0.0,especally,0.004638095305219286
even,0.0,even,0.0,even,0.0032973850913702615
everyone,0.0,everyone,0.0,everyone,0.0032973850913702615
exactly,0.0,exactly,0.0,exactly,0.004638095305219286
expert,0.0,expert,0.0,expert,0.0032973850913702615
expires,0.0,expires,0.0,expires,0.004638095305219286
express,0.0,express,0.0,express,0.004638095305219286
express3-handlebars,0.0,express3-handlebars,0.0,express3-handlebars,0.0032973850913702615
figure,0.0,figure,0.0,figure,0.0032973850913702615
figured,0.0,figured,0.0,figured,0.004638095305219286
find,0.0,find,0.07411948227123588,find,0.0
finish,0.0,finish,0.10425631620862481,finish,0.0
first,0.0,first,0.0,first,0.004638095305219286
floor,0.0,floor,0.0,floor,0.0032973850913702615
forwarded,0.0,forwarded,0.0,forwarded,0.004638095305219286
gather,0.0,gather,0.0,gather,0.004638095305219286
geo,0.06851129350852488,geo,0.0,geo,0.0
geolocation,0.0,geolocation,0.0,geolocation,0.0025131198919347408
get,0.0,get,0.0,get,0.0025131198919347408
give,0.0,give,0.0,give,0.0032973850913702615
going,0.017318165816294726,going,0.026353730590013717,going,0.0011724096780857166
gomm,0.0,gomm,0.0,gomm,0.0025131198919347408
good,0.0,good,0.0,good,0.0025131198919347408
gov,0.0,gov,0.0,gov,0.004638095305219286
great,0.0,great,0.0,great,0.0025131198919347408
group,0.0,group,0.0,group,0.0032973850913702615
guess,0.0,guess,0.0,guess,0.004638095305219286
gz,0.0,gz,0.0,gz,0.004638095305219286
hadoop,0.02890288319081371,hadoop,0.0,hadoop,0.001956674877521238
haha,0.0,haha,0.0,haha,0.0025131198919347408
handling,0.0,handling,0.0,handling,0.004638095305219286
happens,0.0,happens,0.0,happens,0.0032973850913702615
hard,0.0,hard,0.0,hard,0.0032973850913702615
hbase,0.0,hbase,0.0,hbase,0.0025131198919347408
hbaserest,0.0,hbaserest,0.0,hbaserest,0.004638095305219286
hdinsight,0.0,hdinsight,0.0,hdinsight,0.0032973850913702615
hello,0.06851129350852488,hello,0.0,hello,0.0
help,0.022527353153264866,help,0.0,help,0.0015250625925807937
hm,0.0,hm,0.0,hm,0.004638095305219286
htmlhttp,0.0,htmlhttp,0.0,htmlhttp,0.004638095305219286
http,0.0,http,0.0,http,0.0025131198919347408
https,0.0,https,0.0,https,0.0032973850913702615
ignore,0.0,ignore,0.0,ignore,0.004638095305219286
implement,0.0,implement,0.0,implement,0.004638095305219286
index,0.0,index,0.0,index,0.004638095305219286
info,0.0,info,0.0,info,0.0025131198919347408
infochimps,0.0,infochimps,0.0,infochimps,0.004638095305219286
iphone,0.0,iphone,0.0,iphone,0.0032973850913702615
jamie_thomson,0.0,jamie_thomson,0.0,jamie_thomson,0.004638095305219286
jason,0.0,jason,0.10425631620862481,jason,0.0
java,0.0,java,0.0,java,0.0032973850913702615
job,0.0,job,0.0,job,0.004638095305219286
joined,0.0,joined,0.0,joined,0.0
js,0.0,js,0.0,js,0.004638095305219286
kaist,0.0,kaist,0.0,kaist,0.004638095305219286
know,0.0,know,0.0,know,0.001956674877521238
kr,0.0,kr,0.0,kr,0.004638095305219286
last,0.0,last,0.0,last,0.0032973850913702615
later,0.06851129350852488,later,0.0,later,0.0
least,0.0,least,0.0,least,0.004638095305219286
library,0.0,library,0.0,library,0.0032973850913702615
line,0.0,line,0.0,line,0.004638095305219286
link,0.0,link,0.0,link,0.0032973850913702615
log,0.0,log,0.0,log,0.0032973850913702615
look,0.0,look,0.0,look,0.0025131198919347408
looked,0.0,looked,0.0,looked,0.004638095305219286
love,0.04870708834966929,love,0.0,love,0.0
luck,0.0,luck,0.0,luck,0.0032973850913702615
lunch,0.0,lunch,0.0,lunch,0.004638095305219286
mails,0.0,mails,0.0,mails,0.004638095305219286
mailto,0.0,mailto,0.0,mailto,0.004638095305219286
manage,0.0,manage,0.0,manage,0.004638095305219286
manual,0.0,manual,0.0,manual,0.004638095305219286
map,0.022527353153264866,map,0.0,map,0.0015250625925807937
map-reduce,0.06851129350852488,map-reduce,0.0,map-reduce,0.0
master,0.0,master,0.0,master,0.004638095305219286
max,0.0,max,0.0,max,0.0025131198919347408
maybe,0.017318165816294726,maybe,0.026353730590013717,maybe,0.0011724096780857166
meantime,0.0,meantime,0.0,meantime,0.004638095305219286
meet,0.0,meet,0.0,meet,0.0032973850913702615
meeting,0.0,meeting,0.0,meeting,0.001956674877521238
message,0.0,message,0.0,message,0.0032973850913702615
messages,0.0,messages,0.0,messages,0.0032973850913702615
might,0.0,might,0.0,might,0.0032973850913702615
moment,0.0,moment,0.0,moment,0.0
monday,0.0,monday,0.0,monday,0.0025131198919347408
month,0.0,month,0.0,month,0.004638095305219286
mpeb,0.0,mpeb,0.0,mpeb,0.0032973850913702615
much,0.0,much,0.0,much,0.0025131198919347408
name,0.0,name,0.0,name,0.0025131198919347408
nancy,0.02890288319081371,nancy,0.0,nancy,0.001956674877521238
need,0.0,need,0.0,need,0.0025131198919347408
net,0.0,net,0.0,net,0.0032973850913702615
network,0.0,network,0.0,network,0.0
new,0.0,new,0.0,new,0.0025131198919347408
next,0.0,next,0.0,next,0.0011724096780857166
nist,0.0,nist,0.0,nist,0.004638095305219286
node,0.0,node,0.0,node,0.004638095305219286
now,0.0,now,0.0,now,0.001956674877521238
objects,0.0,objects,0.0,objects,0.004638095305219286
one,0.0,one,0.0,one,0.0025131198919347408
opencsv,0.0,opencsv,0.0,opencsv,0.004638095305219286
option,0.0,option,0.0,option,0.0032973850913702615
others,0.0,others,0.0,others,0.004638095305219286
package,0.0,package,0.0,package,0.0032973850913702615
part,0.0,part,0.0,part,0.0032973850913702615
password,0.0,password,0.0,password,0.004638095305219286
pay,0.0,pay,0.0,pay,0.0032973850913702615
pdf,0.0,pdf,0.0,pdf,0.004638095305219286
peipei,0.06851129350852488,peipei,0.0,peipei,0.0
per,0.0,per,0.0,per,0.004638095305219286
period,0.0,period,0.0,period,0.004638095305219286
personal,0.0,personal,0.0,personal,0.004638095305219286
place,0.0,place,0.0,place,0.004638095305219286
planned,0.0,planned,0.0,planned,0.004638095305219286
point,0.0,point,0.07411948227123588,point,0.0
poll,0.0,poll,0.0,poll,0.004638095305219286
post,0.0,post,0.0,post,0.004638095305219286
post-rows-to-hbase-rest-api-on-hdinsight,0.0,post-rows-to-hbase-rest-api-on-hdinsight,0.0,post-rows-to-hbase-rest-api-on-hdinsight,0.004638095305219286
ppt,0.0,ppt,0.0,ppt,0.004638095305219286
presentation,0.0,presentation,0.0,presentation,0.0025131198919347408
presentations,0.0,presentations,0.0,presentations,0.004638095305219286
print,0.0,print,0.0,print,0.0032973850913702615
probably,0.0,probably,0.0,probably,0.004638095305219286
problem,0.0,problem,0.0,problem,0.0032973850913702615
progess,0.0,progess,0.0,progess,0.004638095305219286
project,0.0,project,0.05649056452740264,project,0.0025131198919347408
python,0.0,python,0.0,python,0.004638095305219286
question,0.04870708834966929,question,0.0,question,0.0
questions,0.0,questions,0.0,questions,0.0032973850913702615
random,0.0,random,0.0,random,0.004638095305219286
recently,0.0,recently,0.0,recently,0.004638095305219286
reduce,0.03712237097515031,reduce,0.0,reduce,0.0025131198919347408
release,0.0,release,0.0,release,0.004638095305219286
renamed,0.0,renamed,0.0,renamed,0.004638095305219286
reply,0.0,reply,0.0,reply,0.0032973850913702615
request,0.0,request,0.0,request,0.0032973850913702615
requests,0.0,requests,0.0,requests,0.004638095305219286
research,0.0,research,0.0,research,0.004638095305219286
rest,0.0,rest,0.0,rest,0.004638095305219286
result,0.0,result,0.0,result,0.004638095305219286
s,0.0,s,0.0,s,0.0011724096780857166
saw,0.0,saw,0.0,saw,0.004638095305219286
schema,0.0,schema,0.0,schema,0.004638095305219286
se,0.0,se,0.0,se,0.0032973850913702615
see,0.02890288319081371,see,0.0,see,0.001956674877521238
seems,0.0,seems,0.0,seems,0.0025131198919347408
seemsasthere,0.0,seemsasthere,0.0,seemsasthere,0.004638095305219286
send,0.0,send,0.0,send,0.0025131198919347408
sending,0.0,sending,0.0,sending,0.004638095305219286
set,0.0,set,0.0,set,0.004638095305219286
share,0.0,share,0.0,share,0.004638095305219286
shouldn,0.0,shouldn,0.0,shouldn,0.004638095305219286
show,0.04870708834966929,show,0.0,show,0.0
slide,0.0,slide,0.0,slide,0.0032973850913702615
smth,0.0,smth,0.0,smth,0.004638095305219286
snap,0.0,snap,0.0,snap,0.004638095305219286
sometable,0.0,sometable,0.0,sometable,0.004638095305219286
something,0.0,something,0.0,something,0.0025131198919347408
sorry,0.0,sorry,0.0,sorry,0.004638095305219286
sqlblog,0.0,sqlblog,0.0,sqlblog,0.004638095305219286
square,0.0,square,0.0,square,0.004638095305219286
stanford,0.0,stanford,0.0,stanford,0.004638095305219286
stick,0.0,stick,0.0,stick,0.004638095305219286
still,0.0,still,0.0,still,0.0025131198919347408
struggling,0.0,struggling,0.0,struggling,0.004638095305219286
stuff,0.0,stuff,0.0,stuff,0.0032973850913702615
sure,0.0,sure,0.0,sure,0.0025131198919347408
tag,0.0,tag,0.0,tag,0.0
tags,0.0,tags,0.0,tags,0.004638095305219286
taka,0.0,taka,0.0,taka,0.0032973850913702615
take,0.0,take,0.0,take,0.0
tar,0.0,tar,0.0,tar,0.004638095305219286
teambigdata,0.0,teambigdata,0.0,teambigdata,0.004638095305219286
tell,0.0,tell,0.0,tell,0.0032973850913702615
test,0.0,test,0.0,test,0.0025131198919347408
test11,0.0,test11,0.0,test11,0.004638095305219286
test2@broken-cookies,0.0,test2@broken-cookies,0.0,test2@broken-cookies,0.004638095305219286
test6@broken-cookies,0.0,test6@broken-cookies,0.0,test6@broken-cookies,0.004638095305219286
testing,0.0,testing,0.0,testing,0.0032973850913702615
tets1,0.0,tets1,0.0,tets1,0.004638095305219286
text,0.0,text,0.0,text,0.004638095305219286
tf-idf,0.0,tf-idf,0.0,tf-idf,0.004638095305219286
thats,0.0,thats,0.0,thats,0.004638095305219286
think,0.0,think,0.0,think,0.0025131198919347408
though,0.0,though,0.0,though,0.004638095305219286
time,0.03712237097515031,time,0.0,time,0.0025131198919347408
timezones,0.0,timezones,0.0,timezones,0.004638095305219286
today,0.022527353153264866,today,0.034280754798446535,today,0.0015250625925807937
tom,0.0,tom,0.07411948227123588,tom,0.0
tomorrow,0.0,tomorrow,0.0,tomorrow,0.0025131198919347408
tools,0.0,tools,0.0,tools,0.004638095305219286
trec,0.0,trec,0.0,trec,0.004638095305219286
trial,0.0,trial,0.0,trial,0.004638095305219286
trust,0.0,trust,0.0,trust,0.004638095305219286
try,0.0,try,0.0,try,0.0025131198919347408
trying,0.0,trying,0.04398264833384695,trying,0.0
tuesday,0.0,tuesday,0.0,tuesday,0.0032973850913702615
tutorials,0.0,tutorials,0.0,tutorials,0.004638095305219286
tweets,0.0,tweets,0.0,tweets,0.004638095305219286
twitter_rv,0.0,twitter_rv,0.0,twitter_rv,0.004638095305219286
twitter_social_graph,0.0,twitter_social_graph,0.0,twitter_social_graph,0.004638095305219286
twitterhttp,0.0,twitterhttp,0.0,twitterhttp,0.004638095305219286
uni,0.03712237097515031,uni,0.0,uni,0.0025131198919347408
update,0.0,update,0.0,update,0.004638095305219286
upload,0.0,upload,0.0,upload,0.0032973850913702615
uploading,0.0,uploading,0.0,uploading,0.004638095305219286
use,0.0,use,0.0,use,0.001956674877521238
used,0.0,used,0.0,used,0.001956674877521238
useful,0.0,useful,0.0,useful,0.0032973850913702615
user,0.0,user,0.0,user,0.0025131198919347408
username,0.0,username,0.0,username,0.004638095305219286
users,0.0,users,0.0,users,0.004638095305219286
users_bulk_update,0.0,users_bulk_update,0.0,users_bulk_update,0.004638095305219286
using,0.0,using,0.0,using,0.001956674877521238
version,0.0,version,0.0,version,0.0025131198919347408
video,0.0,video,0.0,video,0.004638095305219286
wanna,0.0,wanna,0.0,wanna,0.0032973850913702615
want,0.0,want,0.0,want,0.004638095305219286
wasn,0.0,wasn,0.0,wasn,0.004638095305219286
welcome,0.0,welcome,0.0,welcome,0.0
withim,0.0,withim,0.0,withim,0.004638095305219286
work,0.022527353153264866,work,0.034280754798446535,work,0.0
working,0.0,working,0.0,working,0.0025131198919347408
works,0.0,works,0.0,works,0.0032973850913702615
worth,0.0,worth,0.0,worth,0.004638095305219286
www,0.0,www,0.0,www,0.0025131198919347408
yammer,0.0,yammer,0.0,yammer,0.0025131198919347408
yep,0.0,yep,0.0,yep,0.0025131198919347408
yes,0.0,yes,0.0,yes,0.0032973850913702615
yet,0.0,yet,0.0,yet,0.0025131198919347408
~haewoon,0.0,~haewoon,0.0,~haewoon,0.004638095305219286
